PROTEOME ; AUGUSTUS ; ERROR AUGUSTUS
AL590448:c(118827-119156) ; AL590448:118827-119156(-); OK
AL590448:c(118827-119156) ; AL590448:120695-121024(+); error (118827/120695)(119156/121024)
AL590450:c(124478-124807) ; AL590450:124478-124807(-); OK
AL590443:110711-111037 ; AL590443:110711-111037(+); OK
AL590443:175664-175990 ; AL590443:175664-175990(+); OK
AL590444:c(120724-121050) ; AL590444:120724-121050(-); OK
AL590445:188847-189173 ; AL590445:188847-189173(+); OK
AL590451:62297-62623 ; AL590451:62297-62623(+); OK
AL590449:215991-216317 ; AL590449:215991-216317(+); OK
AL590450:108879-109205 ; AL590450:108879-109205(+); OK
AL590450:177997-178323 ; AL590450:177997-178323(+); OK
AL590450:c(233031-233357) ; ND ; ND
AL590443:c(79464-79787) ; AL590443:79464-79763(-); error - start (79787/79763)
AL590445:16940-17263 ; ND ; ND
AL590446:c(67537-67860) ; ND ; ND
AL590447:169609-169932 ; AL590447:169609-169860(+); error - end (169932/169860)
AL590448:c(55277-55600) ; AL590448:55277-55630(-); error - start (55600/55630)
AL590444:176209-176529 ; AL590444:176209-176529(+); OK
AL590445:c(138429-138749) ; AL590445:138429-138749(-); OK
AL590446:c(join(158151..158468,158499..158501)) ; AL590446:158151-158468(-); error (138429/158151)(138749/158468)
AL590442:c(47845-48162) ; ND ; ND
AL590442:c(159413-159730) ; AL590442:159413-159730(-); OK
AL590443:82661-82978 ; AL590443:82613-82978(+); error - start (82661/82613)
AL590446:c(join(185241..185555,185598..185600)) ; AL590446:185241-185555(-); error (82661/185241)(82978/185555)
AL590448:c(213196-213513) ; AL590448:213196-213513(-); OK
AL590448:223321-223638 ; AL590448:223327-223638(+); error - start (223321/223327)
AL391737:69103-69417 ; AL391737:69103-69417(+); OK
AL590442:36512-36826 ; ND ; ND
AL590443:60153-60467 ; AL590443:60180-60467(+); error - start (60153/60180)
AL590446:c(7268-7582) ; ND ; ND
AL590451:c(50820-51134) ; ND ; ND
AL590449:c(179392-179706) ; AL590449:179392-179706(-); OK
AL590450:81624-81938 ; ND ; ND
AL590443:c(7642-7953) ; ND ; ND
AL590444:c(125267-125578) ; AL590444:125267-125578(-); OK
AL590446:212714-213025 ; ND ; ND
AL590447:15047-15358 ; AL590447:15047-15358(+); OK
AL590451:c(60146-60457) ; ND ; ND
AL590449:252502-252813 ; ND ; ND
AL590450:c(49542-49853) ; ND ; ND
AL391737:c(89437-89745) ; AL391737:89437-89745(-); OK
AL590443:8081-8389 ; ND ; ND
AL590445:c(173642-173950) ; AL590445:173642-173950(-); OK
AL590447:c(23135-23443) ; ND ; ND
AL590448:171860-172168 ; AL590448:171860-172168(+); OK
AL391737:195149-195454 ; ND ; ND
AL590442:c(182425-182730) ; AL590442:182425-182730(-); OK
AL590443:57396-57701 ; AL590443:57396-57701(+); OK
AL590444:41495-41800 ; AL590444:41495-41800(+); OK
AL590446:c(143454-143759) ; ND ; ND
AL590451:235792-236097 ; AL590451:235792-236097(+); OK
AL590449:c(142942-143247) ; AL590449:142942-143229(-); error - start (143247/143229)
AL590449:c(216799-217104) ; ND ; ND
AL590450:16810-17115 ; ND ; ND
AL590444:c(125601-125903) ; AL590444:125601-125903(-); OK
AL590447:join(48136..48246,48271..48462) ; ND ; ND
AL590447:c(85782-86084) ; AL590447:85782-86084(-); OK
AL590447:117463-117765 ; AL590447:117463-117765(+); OK
AL590448:139780-140082 ; AL590448:139720-140078(+); error (139780/139720)(140082/140078)
AL391737:c(69432-69731) ; AL391737:69432-69731(-); OK
AL590446:81124-81423 ; ND ; ND
AL590446:158566-158865 ; AL590446:158566-158865(+); OK
AL590448:c(151828-152127) ; AL590448:151828-152127(-); OK
AL590448:c(23781-24077) ; AL590448:23781-24170(-); error - start (24077/24170)
AL590451:c(155663-155959) ; AL590451:155663-155959(-); OK
AL590442:c(74363-74656) ; AL590442:74363-74656(-); OK
AL590443:164915-165208 ; ND ; ND
AL590447:62580-62873 ; AL590447:62580-62873(+); OK
AL590443:c(99685-99975) ; AL590443:99685-99975(-); OK
AL590444:c(173377-173667) ; AL590444:173377-173667(-); OK
AL590444:184102-184392 ; AL590444:184102-184392(+); OK
AL590445:39777-40067 ; AL590445:39777-40067(+); OK
AL590449:233001-233291 ; ND ; ND
AL391737:c(109178-109465) ; AL391737:109178-109465(-); OK
AL590443:39599-39886 ; AL590443:39599-39886(+); OK
AL590448:c(219127-219414) ; ND ; ND
AL590451:37871-38158 ; AL590451:37871-38158(+); OK
AL590450:c(190739-191026) ; AL590450:190739-191026(-); OK
AL391737:c(130498-130782) ; AL391737:130498-130782(-); OK
AL590446:c(147840-148124) ; AL590446:147840-148124(-); OK
AL590447:c(118551-118835) ; AL590447:118551-118865(-); error - start (118835/118865)
AL590448:c(151478-151762) ; ND ; ND
AL590451:105846-106130 ; ND ; ND
AL590451:215965-216249 ; ND ; ND
AL590450:128573-128857 ; AL590450:128573-128857(+); OK
AL590442:c(62808-63089) ; AL590442:62808-63089(-); OK
AL590451:122247-122528 ; AL590451:122247-122528(+); OK
AL391737:128461-128739 ; AL391737:128461-128739(+); OK
AL590444:21685-21963 ; AL590444:21685-21963(+); OK
AL590448:c(159723-160001) ; AL590448:159723-160001(-); OK
AL590451:80121-80399 ; ND ; ND
AL590451:c(84498-84776) ; AL590451:84498-84776(-); OK
AL391737:c(44035-44310) ; ND ; ND
AL590442:c(27594-27869) ; AL590442:27594-27869(-); OK
AL590443:183667-183942 ; AL590443:183667-183942(+); OK
AL590445:c(68397-68672) ; AL590445:68397-68672(-); OK
AL590445:c(154584-154859) ; AL590445:154584-154859(-); OK
AL590447:121197-121472 ; AL590447:121197-121472(+); OK
AL590447:c(215534-215809) ; ND ; ND
AL590449:217139-217414 ; ND ; ND
AL590444:90615-90887 ; ND ; ND
AL590444:209287-209559 ; ND ; ND
AL590447:join(170014..170016,170048..170317) ; AL590447:170048-170317(+); error (121197/170048)(121472/170317)
AL590448:111841-112113 ; ND ; ND
AL590450:244837-245109 ; AL590450:244837-245109(+); OK
AL590447:c(join(123613..123879,123929..123931)) ; AL590447:123613-123879(-); error (244837/123613)(245109/123879)
AL590447:195791-196060 ; AL590447:195791-196060(+); OK
AL391737:c(66929-67195) ; AL391737:66929-67195(-); OK
AL391737:167877-168143 ; AL391737:167877-168143(+); OK
AL590443:44793-45059 ; ND ; ND
AL590445:64687-64953 ; AL590445:64687-64953(+); OK
AL590446:55228-55494 ; AL590446:55228-55494(+); OK
AL590446:78290-78556 ; ND ; ND
AL590443:c(45954-46217) ; AL590443:45954-46217(-); OK
AL590443:c(102673-102936) ; AL590443:102673-102936(-); OK
AL590445:140029-140292 ; AL590445:140029-140292(+); OK
AL590451:c(116357-116620) ; AL590451:116357-116620(-); OK
AL590449:155800-156063 ; AL590449:155800-156063(+); OK
AL590443:c(46250-46510) ; AL590443:46250-46510(-); OK
AL590447:c(140222-140482) ; AL590447:140222-140482(-); OK
AL590448:c(107581-107841) ; AL590448:107581-107841(-); OK
AL590450:81297-81557 ; AL590450:81297-81557(+); OK
AL590444:70515-70772 ; AL590444:70515-70772(+); OK
AL590444:134693-134950 ; AL590444:134693-134950(+); OK
AL590449:40577-40834 ; AL590449:40577-40834(+); OK
AL590449:c(41719-41976) ; ND ; ND
AL590442:c(42997-43251) ; AL590442:42997-43251(-); OK
AL590442:86682-86936 ; ND ; ND
AL590443:135419-135673 ; AL590443:135401-135673(+); error - start (135419/135401)
AL590447:c(160835-161089) ; ND ; ND
AL590448:c(203729-203983) ; ND ; ND
AL590451:199153-199407 ; AL590451:199153-199407(+); OK
AL590450:c(171778-172032) ; AL590450:171778-172032(-); OK
AL590446:76983-77234 ; ND ; ND
AL590448:join(140156..140175,140199..140430) ; ND ; ND
AL590449:50276-50524 ; ND ; ND
AL590450:c(182008-182256) ; ND ; ND
AL590444:c(102672-102917) ; AL590444:102672-102917(-); OK
AL590447:c(111407-111652) ; AL590447:111407-111652(-); OK
AL391737:111169-111411 ; ND ; ND
AL590445:c(108421-108663) ; ND ; ND
AL590451:c(105533-105775) ; AL590451:105533-105775(-); OK
AL590447:119537-119776 ; ND ; ND
AL590448:c(64461-64700) ; ND ; ND
AL590451:114819-115058 ; ND ; ND
AL590442:c(101882-102118) ; ND ; ND
AL590445:c(120236-120472) ; ND ; ND
AL590446:c(21283-21519) ; ND ; ND
AL590447:147186-147422 ; ND ; ND
AL590442:c(91138-91371) ; ND ; ND
AL590444:52214-52447 ; ND ; ND
AL590444:c(202852-203085) ; ND ; ND
AL590446:c(179288-179521) ; ND ; ND
AL590450:53325-53558 ; ND ; ND
AL590450:88890-89123 ; ND ; ND
AL590448:c(133188-133418) ; ND ; ND
AL590450:c(134479-134709) ; ND ; ND
AL590445:189237-189464 ; ND ; ND
AL590445:92708-92932 ; ND ; ND
AL590446:23744-23968 ; ND ; ND
AL590448:c(22412-22636) ; ND ; ND
AL590442:114752-114973 ; ND ; ND
AL590446:c(150884-151105) ; ND ; ND
AL590447:119838-120059 ; ND ; ND
AL590444:c(184432-184650) ; ND ; ND
AL590445:118662-118880 ; ND ; ND
AL590446:c(44619-44837) ; ND ; ND
AL590447:c(134766-134984) ; ND ; ND
AL391737:71022-71237 ; ND ; ND
AL590446:151190-151405 ; ND ; ND
AL590446:c(182214-182429) ; ND ; ND
AL590450:c(28740-28952) ; ND ; ND
AL590450:c(261448-261660) ; ND ; ND
AL590448:68308-68517 ; ND ; ND
AL590449:10834-11043 ; ND ; ND
AL590450:124230-124439 ; ND ; ND
AL590450:c(259745-259954) ; ND ; ND
AL590442:c(67947-68147) ; ND ; ND
AL590444:19413-19613 ; ND ; ND
AL590444:join(173787..173861,173886..174011) ; ND ; ND
AL590446:c(26497-26697) ; ND ; ND
AL590448:c(43972-44172) ; ND ; ND
AL590446:c(21585-21782) ; ND ; ND
AL590451:56851-57048 ; ND ; ND
AL590451:c(146280-146477) ; ND ; ND
AL590451:186383-186580 ; ND ; ND
AL590450:72665-72862 ; ND ; ND
AL590444:185748-185942 ; ND ; ND
AL590444:206132-206326 ; ND ; ND
AL590448:23526-23717 ; ND ; ND
AL590448:37377-37562 ; ND ; ND
AL590442:168542-168724 ; ND ; ND
AL590445:c(27931-28113) ; ND ; ND
AL590446:130862-131044 ; ND ; ND
AL590447:c(124010-124192) ; ND ; ND
AL590451:c(138717-138899) ; ND ; ND
AL590449:join(217935..217937,217983..218159) ; ND ; ND
AL590444:133980-134153 ; ND ; ND
AL590445:106006-106179 ; AL590445:105910-106179(+); error - start (106006/105910)
AL391737:c(83716-83886) ; ND ; ND
AL590443:c(140713-140883) ; ND ; ND
AL590449:c(207056-207220) ; ND ; ND
AL590451:c(join(52254..52409,52442..52444)) ; ND ; ND
AL590448:c(59011-59166) ; ND ; ND
AL590449:140750-140905 ; ND ; ND
AL590448:78332-78475 ; ND ; ND
ND ; AL590443:95770-99126(+) ; ND
ND ; AL590448:13076-15634(-) ; ND
ND ; AL590449:5696-7600(-) ; ND
ND ; AL590442:5448-6971(-) ; ND
ND ; AL590446:4779-6212(-) ; ND
ND ; AL590446:214194-215516(+) ; ND
ND ; AL590449:44183-45504(-) ; ND
ND ; AL590447:224599-225882(+) ; ND
ND ; AL590449:695-1978(-) ; ND
ND ; AL590443:106625-107806(+) ; ND
ND ; AL590442:3287-4384(+) ; ND
ND ; AL590450:192508-193365(+) ; ND
ND ; AL590449:9827-10669(-) ; ND
ND ; AL590446:91291-92079(-) ; ND
ND ; AL590451:248027-248677(+) ; ND
ND ; AL590450:19297-19923(-) ; ND
ND ; AL590448:185728-186295(-) ; ND
ND ; AL590448:117812-118306(+) ; ND
ND ; AL590446:213724-214173(+) ; ND
ND ; AL590446:92172-92609(-) ; ND
ND ; AL391737:32442-32837(-) ; ND
ND ; AL391737:177146-177541(+) ; ND
ND ; AL590448:15657-16052(-) ; ND
ND ; AL590447:178917-179291(-) ; ND
ND ; AL590443:3222-3578(-) ; ND
ND ; AL590445:6349-6705(-) ; ND
ND ; AL590446:1729-2085(-) ; ND
ND ; AL590446:218210-218566(+) ; ND
ND ; AL590450:1632-1988(-) ; ND
ND ; AL590443:92468-92818(-) ; ND
ND ; AL590443:34008-34343(-) ; ND
ND ; AL590446:6245-6568(-) ; ND
ND ; AL590451:177812-178069(+) ; ND
ND ; AL590442:10181-10423(-) ; ND
ND ; AL590448:184646-185163(-) ; ND
ND ; AL590444:68778-69441(+) ; ND
ND ; AL590446:86912-87312(+) ; ND
ND ; AL590450:111737-111990(+) ; ND
ND ; AL391737:76444-78353(-) ; ND
ND ; AL590446:143454-143703(-) ; ND
ND ; AL590447:204977-205529(+) ; ND
ND ; AL590451:106127-106896(-) ; ND
ND ; AL590451:149035-149573(-) ; ND
ND ; AL590448:108198-108450(-) ; ND
